  Year     Age    lx        dx        qx        Lx        Tx       ex
  1904     48    72135      382    0.00529    71945    2287953    31.72
  1904     49    71754      407    0.00567    71550    2216008    30.88
  1904     50    71347      429    0.00601    71133    2144458    30.06
  1904     51    70918      440    0.00620    70698    2073325    29.24
  1904     52    70478      456    0.00647    70250    2002627    28.41
  1904     53    70022      509    0.00727    69768    1932376    27.60
  1904     54    69513      529    0.00761    69249    1862608    26.79
  1904     55    68984      551    0.00799    68709    1793360    26.00
  1904     56    68433      575    0.00840    68145    1724651    25.20
  1904     57    67858      585    0.00861    67566    1656506    24.41
  1904     58    67273      653    0.00970    66947    1588940    23.62
  1904     59    66620      733    0.01100    66254    1521993    22.85
  1904     60    65888      789    0.01197    65493    1455739    22.09
  1904     61    65099      844    0.01297    64677    1390246    21.36
  1904     62    64255      885    0.01377    63812    1325569    20.63
  1904     63    63370      921    0.01453    62910    1261756    19.91
  1904     64    62449      982    0.01573    61958    1198847    19.20
  1904     65    61467      992    0.01613    60971    1136889    18.50
  1904     66    60475     1045    0.01728    59953    1075918    17.79
  1904     67    59430     1114    0.01875    58873    1015965    17.10
  1904     68    58316     1199    0.02057    57716     957092    16.41
  1904     69    57117     1244    0.02177    56495     899375    15.75
  1904     70    55873     1292    0.02312    55227     842881    15.09
  1904     71    54581     1344    0.02463    53909     787653    14.43
  1904     72    53237     1421    0.02669    52526     733744    13.78
  1904     73    51816     1479    0.02854    51076     681218    13.15
  1904     74    50337     1573    0.03124    49551     630142    12.52
  1904     75    48765     1627    0.03337    47951     580591    11.91
  1904     76    47137     1779    0.03775    46248     532640    11.30
  1904     77    45358     1831    0.04036    44443     486392    10.72
  1904     78    43527     1902    0.04371    42576     441950    10.15
  1904     79    41625     2032    0.04881    40609     399374     9.59
  1904     80    39593     2114    0.05340    38536     358764     9.06
  1904     81    37479     2218    0.05918    36370     320228     8.54
  1904     82    35261     2292    0.06500    34115     283859     8.05
  1904     83    32969     2343    0.07108    31797     249744     7.58
  1904     84    30625     2446    0.07986    29402     217947     7.12
  1904     85    28180     2398    0.08509    26981     188545     6.69
  1904     86    25782     2380    0.09231    24592     161564     6.27
  1904     87    23402     2356    0.10069    22224     136972     5.85
  1904     88    21045     2306    0.10956    19893     114749     5.45
  1904     89    18740     2372    0.12660    17553      94856     5.06
  1904     90    16367     2267    0.13850    15234      77303     4.72
  1904     91    14100     2176    0.15436    13012      62069     4.40
  1904     92    11924     2006    0.16820    10921      49057     4.11
  1904     93     9918     1807    0.18220     9015      38136     3.84
  1904     94     8111     1614    0.19903     7304      29121     3.59
  1904     95     6497     1406    0.21636     5794      21817     3.36
  1904     96     5091     1191    0.23397     4496      16023     3.15
  1904     97     3900      981    0.25152     3410      11527     2.96
  1904     98     2919      784    0.26869     2527       8117     2.78
  1904     99     2135      609    0.28510     1830       5590     2.62
  1904    100     1526      462    0.30259     1295       3760     2.46
  1904    101     1064      342    0.32118      893       2465     2.32
  1904    102      723      246    0.34090      599       1571     2.17
  1904    103      476      172    0.36175      390        972     2.04
  1904    104      304      117    0.38367      246        582     1.91
  1904    105      187       76    0.40660      149        336     1.80
  1904    106      111       48    0.43048       87        187     1.68
  1904    107       63       29    0.45530       49        100     1.58
  1904    108       34       17    0.48104       26         51     1.48
  1904    109       18        9    0.50780       13         25     1.38
  1904    110        9        5    0.53566        6         11     1.29
  1904    111        4        2    0.56478        3          5     1.21
  1904    112        2        1    0.59530        1          2     1.13
  1904    113        1        0    0.62732        0          1     1.05
  1904    114        0        0    0.66097        0          0     0.98
  1904    115        0        0    0.69641        0          0     0.91
  1904    116        0        0    0.73004        0          0     0.85
  1904    117        0        0    0.76249        0          0     0.80
  1904    118        0        0    0.79635        0          0     0.74
  1904    119        0        0    0.83172        0          0     0.69
  1905      0   100000    10358    0.10358    92913    6132803    61.33
  1905      1    89642     2568    0.02864    88358    6039890    67.38
  1905      2    87074     1142    0.01311    86503    5951531    68.35
  1905      3    85932      776    0.00903    85544    5865028    68.25
  1905      4    85156      593    0.00697    84860    5779484    67.87
  1905      5    84563      460    0.00544    84333    5694624    67.34
  1905      6    84103      294    0.00349    83956    5610291    66.71
  1905      7    83810      203    0.00242    83708    5526334    65.94
  1905      8    83607      177    0.00212    83518    5442626    65.10
  1905      9    83430      155    0.00186    83352    5359108    64.24
  1905     10    83275      133    0.00160    83208    5275756    63.35
  1905     11    83141      141    0.00169    83071    5192548    62.45
  1905     12    83001      172    0.00207    82915    5109477    61.56
  1905     13    82829      347    0.00419    82655    5026562    60.69
  1905     14    82482      231    0.00280    82366    4943907    59.94
  1905     15    82251      245    0.00298    82128    4861542    59.11
  1905     16    82006      235    0.00287    81888    4779414    58.28
  1905     17    81770      259    0.00317    81641    4697526    57.45
  1905     18    81511      293    0.00360    81365    4615884    56.63
  1905     19    81218      305    0.00375    81066    4534520    55.83
  1905     20    80913      330    0.00407    80749    4453454    55.04
  1905     21    80584      344    0.00427    80412    4372705    54.26
  1905     22    80240      339    0.00423    80071    4292293    53.49
  1905     23    79901      363    0.00454    79720    4212223    52.72
  1905     24    79538      357    0.00449    79359    4132503    51.96
