"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2003"	"2003"	"8 years"	"8"	31	370591	8.4
	"2003"	"2003"	"9 years"	"9"	52	370559	14.0
	"2003"	"2003"	"10 years"	"10"	43	380061	11.3
	"2003"	"2003"	"11 years"	"11"	43	377829	11.4
	"2003"	"2003"	"12 years"	"12"	39	371510	10.5
	"2003"	"2003"	"13 years"	"13"	53	365413	14.5
	"2003"	"2003"	"14 years"	"14"	65	339008	19.2
	"2003"	"2003"	"15 years"	"15"	72	334106	21.6
	"2003"	"2003"	"16 years"	"16"	83	327637	25.3
	"2003"	"2003"	"17 years"	"17"	108	324687	33.3
	"2003"	"2003"	"18 years"	"18"	132	327779	40.3
	"2003"	"2003"	"19 years"	"19"	129	325786	39.6
	"2003"	"2003"	"20 years"	"20"	123	335244	36.7
	"2003"	"2003"	"21 years"	"21"	115	344029	33.4
	"2003"	"2003"	"22 years"	"22"	140	347163	40.3
	"2003"	"2003"	"23 years"	"23"	127	352302	36.0
	"2003"	"2003"	"24 years"	"24"	121	339172	35.7
